team_name,defthird_pressure_density,first_receiver_pressure_binary,first_receiver_pressure_seconds,recent_pass_reach,opp_press_height,first_receiver_betweenness,sd_minus2_or_worse,sd_minus1,sd_zero,sd_plus1,sd_plus2_or_better,min_0_15,min_16_30,min_31_45plus,min_46_60,min_61_75,min_76_90plus
Inter Miami,-0.114572994,-0.0047095725,-0.029663406,-0.052375145,-0.060101535,-0.12230549,0.0,0.0,-0.018788561,0.0,0.0,0.0,0.0,-0.0039763832,0.0,0.0,0.0
